ticker,exchange,name,sector,industry
ASNS,NASDAQ,"ARSANIS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
ARTNA,NASDAQ,ARTESIAN RESOURCES CORPORATION,PUBLIC UTILITIES,WATER SUPPLY
ARTW,NASDAQ,"ART&#39;S-WAY MANUFACTURING CO., INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
ASNA,NASDAQ,"ASCENA RETAIL GROUP, INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES
ASND,NASDAQ,ASCENDIS PHARMA A/S,HEALTH CARE,MAJOR PHARMACEUTICALS
ASCMA,NASDAQ,"ASCENT CAPITAL GROUP, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
APWC,NASDAQ,ASIA PACIFIC WIRE & CABLE CORPORATION LIMITED,BASIC INDUSTRIES,TELECOMMUNICATIONS EQUIPMENT
ASLN,NASDAQ,ASLAN PHARMACEUTICALS LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS
ASML,NASDAQ,ASML HOLDING N.V.,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
ASPU,NASDAQ,ASPEN GROUP INC.,CONSUMER SERVICES,OTHER CONSUMER SERVICES
AZPN,NASDAQ,"ASPEN TECHNOLOGY, INC.",TECHNOLOGY,EDP SERVICES
ASMB,NASDAQ,"ASSEMBLY BIOSCIENCES, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
ASFI,NASDAQ,"ASTA FUNDING, INC.",FINANCE,FINANCE COMPANIES
ASTE,NASDAQ,"ASTEC INDUSTRIES, INC.",CAPITAL GOODS,CONSTRUCTION/AG EQUIPMENT/TRUCKS
ATRO,NASDAQ,ASTRONICS CORPORATION,CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL
ALOT,NASDAQ,"ASTRONOVA, INC.",TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
ASTC,NASDAQ,ASTROTECH CORPORATION,CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL
ASUR,NASDAQ,ASURE SOFTWARE INC,TECHNOLOGY,EDP SERVICES
ASV,NASDAQ,"ASV HOLDINGS, INC.",CAPITAL GOODS,CONSTRUCTION/AG EQUIPMENT/TRUCKS
ATAI,NASDAQ,ATA INC.,CONSUMER SERVICES,OTHER CONSUMER SERVICES
ATRA,NASDAQ,"ATARA BIOTHERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
ATHN,NASDAQ,"ATHENAHEALTH, INC.",MISCELLANEOUS,BUSINESS SERVICES
ATNX,NASDAQ,"ATHENEX, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
ATHX,NASDAQ,"ATHERSYS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
ATAC,NASDAQ,ATLANTIC ACQUISITION CORP.,CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
ATACR,NASDAQ,ATLANTIC ACQUISITION CORP.,CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
ATACU,NASDAQ,ATLANTIC ACQUISITION CORP.,CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
AAME,NASDAQ,ATLANTIC AMERICAN CORPORATION,FINANCE,LIFE INSURANCE
ACBI,NASDAQ,"ATLANTIC CAPITAL BANCSHARES, INC.",FINANCE,MAJOR BANKS
ACFC,NASDAQ,ATLANTIC COAST FINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
AY,NASDAQ,ATLANTICA YIELD PLC,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
ATLC,NASDAQ,ATLANTICUS HOLDINGS CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES
AAWW,NASDAQ,ATLAS AIR WORLDWIDE HOLDINGS,TRANSPORTATION,TRANSPORTATION SERVICES
AFH,NASDAQ,"ATLAS FINANCIAL HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
AFHBL,NASDAQ,"ATLAS FINANCIAL HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
TEAM,NASDAQ,ATLASSIAN CORPORATION PLC,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ATNI,NASDAQ,"ATN INTERNATIONAL, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
ATOM,NASDAQ,ATOMERA INCORPORATED,TECHNOLOGY,SEMICONDUCTORS
ATOS,NASDAQ,ATOSSA GENETICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
ATRC,NASDAQ,"ATRICURE, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
ATRI,NASDAQ,ATRION CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
ATIS,NASDAQ,ATTIS INDUSTRIES INC.,BASIC INDUSTRIES,MISCELLANEOUS
ATISW,NASDAQ,ATTIS INDUSTRIES INC.,BASIC INDUSTRIES,MISCELLANEOUS
ATTU,NASDAQ,ATTUNITY LTD.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
LIFE,NASDAQ,"ATYR PHARMA, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
AUBN,NASDAQ,"AUBURN NATIONAL BANCORPORATION, INC.",FINANCE,MAJOR BANKS
BOLD,NASDAQ,"AUDENTES THERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
AUDC,NASDAQ,AUDIOCODES LTD.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
AUPH,NASDAQ,AURINIA PHARMACEUTICALS INC,HEALTH CARE,MAJOR PHARMACEUTICALS
EARS,NASDAQ,AURIS MEDICAL HOLDING AG,HEALTH CARE,MAJOR PHARMACEUTICALS
ADSK,NASDAQ,"AUTODESK, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ADP,NASDAQ,"AUTOMATIC DATA PROCESSING, INC.",TECHNOLOGY,EDP SERVICES
AUTO,NASDAQ,"AUTOWEB, INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
AVDL,NASDAQ,AVADEL PHARMACEUTICALS PLC,HEALTH CARE,MAJOR PHARMACEUTICALS
ATXI,NASDAQ,"AVENUE THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
AVEO,NASDAQ,"AVEO PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
AVXS,NASDAQ,"AVEXIS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
AVNW,NASDAQ,"AVIAT NETWORKS, INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
CDMO,NASDAQ,"AVID BIOSERVICES, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CDMOP,NASDAQ,"AVID BIOSERVICES, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
AVID,NASDAQ,"AVID TECHNOLOGY, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
AVGR,NASDAQ,"AVINGER, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
CAR,NASDAQ,"AVIS BUDGET GROUP, INC.",CONSUMER SERVICES,RENTAL/LEASING COMPANIES
AHPA,NASDAQ,AVISTA HEALTHCARE PUBLIC ACQUISITION CORP.,HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
AHPAU,NASDAQ,AVISTA HEALTHCARE PUBLIC ACQUISITION CORP.,HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
AHPAW,NASDAQ,AVISTA HEALTHCARE PUBLIC ACQUISITION CORP.,HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
AVT,NASDAQ,"AVNET, INC.",CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS
MS^F,NYSE,MORGAN STANLEY,N/A,N/A
AWRE,NASDAQ,"AWARE, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ACLS,NASDAQ,"AXCELIS TECHNOLOGIES, INC.",TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
AXGN,NASDAQ,"AXOGEN, INC.",HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
AAXN,NASDAQ,"AXON ENTERPRISE, INC.",CAPITAL GOODS,ORDNANCE AND ACCESSORIES
AXON,NASDAQ,AXOVANT SCIENCES LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
AXSM,NASDAQ,"AXSOME THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
AXTI,NASDAQ,AXT INC,TECHNOLOGY,SEMICONDUCTORS
AYTU,NASDAQ,"AYTU BIOSCIENCE, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
AZRX,NASDAQ,"AZURRX BIOPHARMA, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
BCOM,NASDAQ,B COMMUNICATIONS LTD.,CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT
RILY,NASDAQ,"B. RILEY FINANCIAL, INC.",MISCELLANEOUS,BUSINESS SERVICES
RILYG,NASDAQ,"B. RILEY FINANCIAL, INC.",MISCELLANEOUS,BUSINESS SERVICES
RILYL,NASDAQ,"B. RILEY FINANCIAL, INC.",MISCELLANEOUS,BUSINESS SERVICES
RILYZ,NASDAQ,"B. RILEY FINANCIAL, INC.",MISCELLANEOUS,BUSINESS SERVICES
BOSC,NASDAQ,B.O.S. BETTER ONLINE SOLUTIONS,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT
BIDU,NASDAQ,"BAIDU, INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
BCPC,NASDAQ,BALCHEM CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
BWINA,NASDAQ,"BALDWIN & LYONS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
BWINB,NASDAQ,"BALDWIN & LYONS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
BLDP,NASDAQ,"BALLARD POWER SYSTEMS, INC.",ENERGY,INDUSTRIAL MACHINERY/COMPONENTS
BANF,NASDAQ,BANCFIRST CORPORATION,FINANCE,MAJOR BANKS
BANFP,NASDAQ,BANCFIRST CORPORATION,FINANCE,MAJOR BANKS
BCTF,NASDAQ,"BANCORP 34, INC.",FINANCE,SAVINGS INSTITUTIONS
BAND,NASDAQ,BANDWIDTH INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BOCH,NASDAQ,BANK OF COMMERCE HOLDINGS (CA),FINANCE,MAJOR BANKS
BMRC,NASDAQ,BANK OF MARIN BANCORP,FINANCE,MAJOR BANKS
BMLP,NASDAQ,BANK OF MONTREAL,FINANCE,COMMERCIAL BANKS
BKSC,NASDAQ,BANK OF SOUTH CAROLINA CORP.,FINANCE,MAJOR BANKS
BOTJ,NASDAQ,"BANK OF THE JAMES FINANCIAL GROUP, INC.",FINANCE,MAJOR BANKS
OZRK,NASDAQ,BANK OF THE OZARKS,FINANCE,MAJOR BANKS
BFIN,NASDAQ,BANKFINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
BWFG,NASDAQ,"BANKWELL FINANCIAL GROUP, INC.",FINANCE,MAJOR BANKS
BANR,NASDAQ,BANNER CORPORATION,FINANCE,MAJOR BANKS
BZUN,NASDAQ,BAOZUN INC.,CONSUMER SERVICES,CATALOG/SPECIALTY DISTRIBUTION
DFVL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
DFVS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
DLBL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
DLBS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
DTUL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
DTUS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
DTYL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
DTYS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
FLAT,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
STPP,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
TAPR,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
BHAC,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BHACR,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BHACU,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BHACW,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BBSI,NASDAQ,"BARRETT BUSINESS SERVICES, INC.",TECHNOLOGY,PROFESSIONAL SERVICES
BSET,NASDAQ,"BASSETT FURNITURE INDUSTRIES, INCORPORATED",CONSUMER DURABLES,HOME FURNISHINGS
BCML,NASDAQ,BAYCOM CORP,FINANCE,MAJOR BANKS
BCBP,NASDAQ,"BCB BANCORP, INC. (NJ)",FINANCE,SAVINGS INSTITUTIONS
BECN,NASDAQ,"BEACON ROOFING SUPPLY, INC.",CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
BBGI,NASDAQ,"BEASLEY BROADCAST GROUP, INC.",CONSUMER SERVICES,BROADCASTING
BBBY,NASDAQ,BED BATH & BEYOND INC.,CONSUMER SERVICES,HOME FURNISHINGS
BGNE,NASDAQ,"BEIGENE, LTD.",HEALTH CARE,MAJOR PHARMACEUTICALS
BELFA,NASDAQ,BEL FUSE INC.,CAPITAL GOODS,ELECTRICAL PRODUCTS
BELFB,NASDAQ,BEL FUSE INC.,CAPITAL GOODS,ELECTRICAL PRODUCTS
BLPH,NASDAQ,"BELLEROPHON THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
BLCM,NASDAQ,"BELLICUM PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
BNCL,NASDAQ,"BENEFICIAL BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
BNFT,NASDAQ,"BENEFITFOCUS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BNTC,NASDAQ,BENITEC BIOPHARMA LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS
BNTCW,NASDAQ,BENITEC BIOPHARMA LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS
BYSI,NASDAQ,"BEYONDSPRING, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
BGCP,NASDAQ,"BGC PARTNERS, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
BGFV,NASDAQ,BIG 5 SPORTING GOODS CORPORATION,CONSUMER SERVICES,OTHER SPECIALTY STORES
BRPA,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BRPAR,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BRPAU,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BRPAW,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BILI,NASDAQ,BILIBILI INC.,TECHNOLOGY,EDP SERVICES
BASI,NASDAQ,"BIOANALYTICAL SYSTEMS, INC.",HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
ORPN,NASDAQ,BIOBLAST PHARMA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
BIOC,NASDAQ,"BIOCEPT, INC.",HEALTH CARE,MEDICAL SPECIALITIES
BCRX,NASDAQ,"BIOCRYST PHARMACEUTICALS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
BDSI,NASDAQ,"BIODELIVERY SCIENCES INTERNATIONAL, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
BFRA,NASDAQ,BIOFRONTERA AG,HEALTH CARE,MAJOR PHARMACEUTICALS
BIIB,NASDAQ,BIOGEN INC.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
BHTG,NASDAQ,"BIOHITECH GLOBAL, INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES
BKYI,NASDAQ,"BIO-KEY INTERNATIONAL, INC.",TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT
BIOL,NASDAQ,"BIOLASE, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
BLFS,NASDAQ,"BIOLIFE SOLUTIONS, INC.",HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
BLRX,NASDAQ,BIOLINERX LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
BMRN,NASDAQ,BIOMARIN PHARMACEUTICAL INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
BMRA,NASDAQ,"BIOMERICA, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
BVXV,NASDAQ,BIONDVAX PHARMACEUTICALS LTD.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
BVXVW,NASDAQ,BIONDVAX PHARMACEUTICALS LTD.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
BPTH,NASDAQ,"BIO-PATH HOLDINGS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
BIOS,NASDAQ,"BIOSCRIP, INC.",HEALTH CARE,MEDICAL/NURSING SERVICES
BSTC,NASDAQ,BIOSPECIFICS TECHNOLOGIES CORP,HEALTH CARE,MAJOR PHARMACEUTICALS
BSPM,NASDAQ,"BIOSTAR PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
TECH,NASDAQ,BIO-TECHNE CORP,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
BEAT,NASDAQ,"BIOTELEMETRY, INC.",HEALTH CARE,MEDICAL SPECIALITIES
BTAI,NASDAQ,"BIOXCEL THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
BCAC,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BCACR,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BCACU,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BCACW,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BJRI,NASDAQ,"BJ&#39;S RESTAURANTS, INC.",CONSUMER SERVICES,RESTAURANTS
BBOX,NASDAQ,BLACK BOX CORPORATION,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT
BRAC,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BRACR,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BRACU,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BRACW,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
BLKB,NASDAQ,"BLACKBAUD, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
HAWK,NASDAQ,"BLACKHAWK NETWORK HOLDINGS, INC.",FINANCE,FINANCE: CONSUMER SERVICES
BL,NASDAQ,"BLACKLINE, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BKCC,NASDAQ,BLACKROCK CAPITAL INVESTMENT CORPORATION,N/A,N/A
ADRA,NASDAQ,BLDRS ASIA 50 ADR INDEX FUND,N/A,N/A
ADRD,NASDAQ,BLDRS DEVELOPED MARKETS 100 ADR INDEX FUND,N/A,N/A
ADRE,NASDAQ,BLDRS EMERGING MARKETS 50 ADR INDEX FUND,N/A,N/A
ADRU,NASDAQ,BLDRS EUROPE 100 ADR INDEX FUND,N/A,N/A
BLNK,NASDAQ,BLINK CHARGING CO.,CONSUMER DURABLES,ELECTRICAL PRODUCTS
BLNKW,NASDAQ,BLINK CHARGING CO.,CONSUMER DURABLES,ELECTRICAL PRODUCTS
BLMN,NASDAQ,"BLOOMIN&#39; BRANDS, INC.",CONSUMER SERVICES,RESTAURANTS
BCOR,NASDAQ,"BLUCORA, INC.",FINANCE,FINANCE: CONSUMER SERVICES
BLBD,NASDAQ,BLUE BIRD CORPORATION,CAPITAL GOODS,CONSTRUCTION/AG EQUIPMENT/TRUCKS
BHBK,NASDAQ,"BLUE HILLS BANCORP, INC.",FINANCE,MAJOR BANKS
BLUE,NASDAQ,"BLUEBIRD BIO, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
BKEP,NASDAQ,"BLUEKNIGHT ENERGY PARTNERS L.P., L.L.C.",ENERGY,NATURAL GAS DISTRIBUTION
BKEPP,NASDAQ,"BLUEKNIGHT ENERGY PARTNERS L.P., L.L.C.",ENERGY,NATURAL GAS DISTRIBUTION
BPMC,NASDAQ,BLUEPRINT MEDICINES CORPORATION,HEALTH CARE,MAJOR PHARMACEUTICALS
ITEQ,NASDAQ,BLUESTAR ISRAEL TECHNOLOGY ETF,N/A,N/A
BMCH,NASDAQ,"BMC STOCK HOLDINGS, INC.",CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
BOFI,NASDAQ,"BOFI HOLDING, INC.",FINANCE,SAVINGS INSTITUTIONS
BOFIL,NASDAQ,"BOFI HOLDING, INC.",FINANCE,SAVINGS INSTITUTIONS
WIFI,NASDAQ,"BOINGO WIRELESS, INC.",CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT
BOJA,NASDAQ,"BOJANGLES&#39;, INC.",CONSUMER SERVICES,RESTAURANTS
BOKF,NASDAQ,BOK FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
BOKFL,NASDAQ,BOK FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
BNSO,NASDAQ,"BONSO ELECTRONICS INTERNATIONAL, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
BKNG,NASDAQ,BOOKING HOLDINGS INC.,MISCELLANEOUS,BUSINESS SERVICES
BRQS,NASDAQ,"BORQS TECHNOLOGIES, INC.",TECHNOLOGY,EDP SERVICES
BOMN,NASDAQ,BOSTON OMAHA CORPORATION,FINANCE,REAL ESTATE
BPFH,NASDAQ,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",FINANCE,MAJOR BANKS
BPFHP,NASDAQ,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",FINANCE,MAJOR BANKS
BPFHW,NASDAQ,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",FINANCE,MAJOR BANKS
EPAY,NASDAQ,"BOTTOMLINE TECHNOLOGIES, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BOXL,NASDAQ,BOXLIGHT CORPORATION,MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
BCLI,NASDAQ,BRAINSTORM CELL THERAPEUTICS INC.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
BVNSC,NASDAQ,BRANDES INVESTMENT TRUST,N/A,N/A
BBRG,NASDAQ,"BRAVO BRIO RESTAURANT GROUP, INC.",CONSUMER SERVICES,RESTAURANTS
BDGE,NASDAQ,"BRIDGE BANCORP, INC.",FINANCE,MAJOR BANKS
BLIN,NASDAQ,"BRIDGELINE DIGITAL, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BWB,NASDAQ,"BRIDGEWATER BANCSHARES, INC.",FINANCE,MAJOR BANKS
BRID,NASDAQ,BRIDGFORD FOODS CORPORATION,CONSUMER NON-DURABLES,SPECIALTY FOODS
BCOV,NASDAQ,BRIGHTCOVE INC.,TECHNOLOGY,EDP SERVICES
BHF,NASDAQ,"BRIGHTHOUSE FINANCIAL, INC.",FINANCE,LIFE INSURANCE
AVGO,NASDAQ,BROADCOM INC.,TECHNOLOGY,SEMICONDUCTORS
BVSN,NASDAQ,"BROADVISION, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BYFC,NASDAQ,BROADWAY FINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
BWEN,NASDAQ,"BROADWIND ENERGY, INC.",CAPITAL GOODS,METAL FABRICATIONS
BPY,NASDAQ,BROOKFIELD PROPERTY PARTNERS L.P.,FINANCE,REAL ESTATE
BRKL,NASDAQ,"BROOKLINE BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
BRKS,NASDAQ,"BROOKS AUTOMATION, INC.",TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
BRKR,NASDAQ,BRUKER CORPORATION,CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
BMTC,NASDAQ,BRYN MAWR BANK CORPORATION,FINANCE,MAJOR BANKS
BLMT,NASDAQ,"BSB BANCORP, INC.",FINANCE,MAJOR BANKS
BSQR,NASDAQ,BSQUARE CORPORATION,MISCELLANEOUS,BUSINESS SERVICES
BLDR,NASDAQ,"BUILDERS FIRSTSOURCE, INC.",CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
BFST,NASDAQ,"BUSINESS FIRST BANCSHARES, INC.",FINANCE,MAJOR BANKS
CFFI,NASDAQ,C&F FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
CHRW,NASDAQ,"C.H. ROBINSON WORLDWIDE, INC.",TRANSPORTATION,OIL REFINING/MARKETING
CA,NASDAQ,CA INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CCMP,NASDAQ,CABOT MICROELECTRONICS CORPORATION,TECHNOLOGY,SEMICONDUCTORS
CDNS,NASDAQ,"CADENCE DESIGN SYSTEMS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CDZI,NASDAQ,"CADIZ, INC.",PUBLIC UTILITIES,WATER SUPPLY
CZR,NASDAQ,CAESARS ENTERTAINMENT CORPORATION,CONSUMER SERVICES,HOTELS/RESORTS
CSTE,NASDAQ,CAESARSTONE LTD.,CAPITAL GOODS,BUILDING MATERIALS
PRSS,NASDAQ,CAFEPRESS INC.,CONSUMER SERVICES,OTHER SPECIALTY STORES
CLBS,NASDAQ,"CALADRIUS BIOSCIENCES, INC.",HEALTH CARE,HOSPITAL/NURSING MANAGEMENT
CHY,NASDAQ,CALAMOS CONVERTIBLE AND HIGH INCOME FUND,N/A,N/A
